type,company,description,sku,diameter_in,weight_gr,sectional_density,name,product_name,bc_g1,bc_g7,bc_fn
rifle,Berger,Berger .243 87gr VLD Hunting 24524,24524,0.243,87,0.21,,VLD Hunting,0.427,0.219,
rifle,Berger,Berger .243 95gr Classic Hunter 24570,24570,0.243,95,0.23,,Classic Hunter,0.434,0.223,
rifle,Berger,Berger .243 105gr VLD Hunting 24528,24528,0.243,105,0.254,,VLD Hunting,0.545,0.278,
rifle,Berger,Berger .243 115gr VLD Hunting 24530,24530,0.243,115,0.278,,VLD Hunting,0.568,0.291,
rifle,Berger,Berger .243 65gr Web BR Target 24409,24409,0.243,65,0.157,,Web BR Target,0.246,,
rifle,Berger,Berger .243 68gr FB Target 24411,24411,0.243,68,0.165,,FB Target,0.255,,
rifle,Berger,Berger .243 90gr BT Target 24425,24425,0.243,90,0.218,,BT Target,0.409,0.21,
rifle,Berger,Berger .243 95gr VLD Target 24427,24427,0.243,95,0.23,,VLD Target,0.467,0.24,
rifle,Berger,Berger .243 105gr BT Target 24428,24428,0.243,105,0.254,,BT Target,0.494,0.253,
rifle,Berger,Berger .243 65gr BT Target 24408,24408,0.243,65,0.157,,BT Target,0.281,0.144,
rifle,Berger,Berger .243 105gr Hybrid Target 24433,24433,0.243,105,0.254,,Hybrid Target,0.536,0.275,
rifle,Berger,Berger .243 115gr VLD Target 24430,24430,0.243,115,0.278,,VLD Target,0.563,0.289,
rifle,Berger,Berger .243 105gr VLD Target 24429,24429,0.243,105,0.254,,VLD Target,0.517,0.265,
rifle,Berger,Berger .257 115gr VLD Hunting 25513,25513,0.257,115,0.249,,VLD Hunting,0.483,0.247,
rifle,Berger,Berger .264 130gr VLD Hunting 26503,26503,0.264,130,0.266,,VLD Hunting,0.562,0.288,
rifle,Berger,Berger .264 135gr Classic Hunter 26571,26571,0.264,135,0.277,,Classic Hunter,0.584,0.303,
rifle,Berger,Berger .264 140gr VLD Hunting 26504,26504,0.264,140,0.287,,VLD Hunting,0.6,0.307,
rifle,Berger,Berger .264 140gr Elite Hunter 26552,26552,0.264,140,0.287,,Elite Hunter,0.606,0.31,
rifle,Berger,Berger .264 120gr BT Target 26402,26402,0.264,120,0.246,,BT Target,0.468,0.24,
rifle,Berger,Berger .264 130gr VLD Target 26403,26403,0.264,130,0.266,,VLD Target,0.562,0.288,
rifle,Berger,Berger .264 140gr VLD Target 26401,26401,0.264,140,0.287,,VLD Target,0.593,0.304,
rifle,Berger,Berger .264 140gr Hybrid Target 26414,26414,0.264,140,0.287,,Hybrid Target,0.607,0.311,
rifle,Berger,Berger .264 130gr AR Hybrid OTM Tactical 26195,26195,0.264,130,0.266,,AR Hybrid OTM Tactical,0.56,0.287,
rifle,Berger,Berger .264 140gr Long Range BT Target 26409,26409,0.264,140,0.287,,Long Range BT Target,0.593,0.304,
rifle,Berger,Berger .277 130gr Classic Hunter 27570,27570,0.277,130,0.242,,Classic Hunter,0.49,0.251,
rifle,Berger,Berger .277 130gr VLD Hunting 27501,27501,0.277,130,0.242,,VLD Hunting,0.462,0.236,
rifle,Berger,Berger .277 140gr Classic Hunter 27571,27571,0.277,140,0.261,,Classic Hunter,0.528,0.271,
rifle,Berger,Berger .277 150gr VLD Hunting 27503,27503,0.277,150,0.279,,VLD Hunting,0.518,0.265,
rifle,Berger,Berger .277 170gr EOL Elite Hunter 27575,27575,0.277,170,0.317,,EOL Elite Hunter,0.662,0.339,
rifle,Berger,Berger .277 140gr VLD Hunting 27502,27502,0.277,140,0.261,,VLD Hunting,0.504,0.258,
rifle,Berger,Berger .284 140gr VLD Hunting 28503,28503,0.284,140,0.248,,VLD Hunting,0.5,0.256,
rifle,Berger,Berger .284 195gr EOL Elite Hunter 28550,28550,0.284,195,0.345,,EOL Elite Hunter,0.755,0.387,
rifle,Berger,Berger .284 180gr VLD Hunting 28502,28502,0.284,180,0.319,,VLD Hunting,0.673,0.345,
rifle,Berger,Berger .284 168gr Classic Hunter 28570,28570,0.284,168,0.298,,Classic Hunter,0.566,0.29,
rifle,Berger,Berger .284 175gr Elite Hunter 28554,28554,0.284,175,0.31,,Elite Hunter,0.656,0.336,
rifle,Berger,Berger .284 168gr VLD Hunting 28501,28501,0.284,168,0.298,,VLD Hunting,0.618,0.316,
rifle,Berger,Berger .284 150gr Classic Hunter 28571,28571,0.284,150,0.266,,Classic Hunter,0.505,0.258,
rifle,Berger,Berger .284 168gr VLD Target 28401,28401,0.284,168,0.298,,VLD Target,0.628,0.322,
rifle,Berger,Berger .284 180gr VLD Target 28405,28405,0.284,180,0.319,,VLD Target,0.683,0.35,
rifle,Berger,Berger .284 180gr Hybrid Target 28407,28407,0.284,180,0.319,,Hybrid Target,0.68,0.349,
rifle,Berger,Berger .308 175gr Long Range BT Target 30420,30420,0.308,175,0.264,,Long Range BT Target,0.512,0.262,
rifle,Berger,Berger .308 175gr VLD Target 30412,30412,0.308,175,0.264,,VLD Target,0.512,0.262,
rifle,Berger,Berger .308 185gr VLD Target 30413,30413,0.308,185,0.279,,VLD Target,0.543,0.278,
rifle,Berger,Berger .308 185gr Juggernaut Target 30418,30418,0.308,185,0.279,,Juggernaut Target,0.555,0.284,
rifle,Berger,Berger .308 175gr OTM Tactical 30105,30105,0.308,175,0.264,,OTM Tactical,0.512,0.263,
rifle,Berger,Berger .308 185gr Juggernaut OTM Tactical 30107,30107,0.308,185,0.279,,Juggernaut OTM Tactical,0.552,0.283,
rifle,Berger,Berger .308 230gr Hybrid OTM Tactical 30112,30112,0.308,230,0.346,,Hybrid OTM Tactical,0.71,0.364,
rifle,Berger,Berger .308 185gr VLD Hunting 30513,30513,0.308,185,0.279,,VLD Hunting,0.558,0.286,
rifle,Berger,Berger .308 185gr Classic Hunter 30571,30571,0.308,185,0.279,,Classic Hunter,0.533,0.273,
rifle,Berger,Berger .308 190gr VLD Hunting 30514,30514,0.308,190,0.286,,VLD Hunting,0.566,0.29,
rifle,Berger,Berger .308 210gr VLD Hunting 30515,30515,0.308,210,0.316,,VLD Hunting,0.625,0.32,
rifle,Berger,Berger .308 185gr Hybrid Target 30424,30424,0.308,185,0.279,,Hybrid Target,0.576,0.295,
rifle,Berger,Berger .308 200gr Hybrid Target 30427,30427,0.308,200,0.301,,Hybrid Target,0.616,0.316,
rifle,Berger,Berger .308 200.20X Hybrid Target 30417,30417,0.308,200.2,0.301,,Hybrid Target,0.64,0.328,
rifle,Berger,Berger .308 210gr Long Range BT Target 30419,30419,0.308,210,0.316,,Long Range BT Target,0.625,0.32,
rifle,Berger,Berger .308 210gr VLD Target 30415,30415,0.308,210,0.316,,VLD Target,0.621,0.318,
rifle,Berger,Berger .308 215gr Hybrid Target 30429,30429,0.308,215,0.324,,Hybrid Target,0.691,0.354,
rifle,Berger,Berger .308 230gr Hybrid Target 30430,30430,0.308,230,0.346,,Hybrid Target,0.717,0.368,
rifle,Berger,Berger .308 168gr Classic Hunter 30570,30570,0.308,168,0.253,,Classic Hunter,0.489,0.251,
rifle,Berger,Berger .308 180gr Elite Hunter 30554,30554,0.308,180,0.271,,Elite Hunter,0.576,0.295,
rifle,Berger,Berger .308 175gr VLD Hunting 30512,30512,0.308,175,0.264,,VLD Hunting,0.518,0.265,
rifle,Berger,Berger .308 155gr VLD Hunting 30508,30508,0.308,155,0.233,,VLD Hunting,0.464,0.238,
rifle,Berger,Berger .308 168gr VLD Hunting 30510,30510,0.308,168,0.253,,VLD Hunting,0.498,0.255,
rifle,Berger,Berger .308 155gr Hybrid Target 30426,30426,0.308,155,0.233,,Hybrid Target,0.478,0.245,
rifle,Berger,Berger .308 155.5gr FULLBORE Target 30416,30416,0.308,155.5,0.234,,FULLBORE Target,0.473,0.242,
rifle,Berger,Berger .308 155gr VLD Target 30408,30408,0.308,155,0.233,,VLD Target,0.464,0.238,
rifle,Berger,Berger .308 150gr FB Target 30407,30407,0.308,150,0.226,,FB Target,0.393,,
rifle,Berger,Berger .308 168gr Hybrid Target 30425,30425,0.308,168,0.253,,Hybrid Target,0.515,0.264,
rifle,Berger,Berger .308 115gr FB Target 30421,30421,0.308,115,0.173,,FB Target,0.289,,
rifle,Berger,Berger .308 168gr VLD Target 30410,30410,0.308,168,0.253,,VLD Target,0.507,0.26,
rifle,Berger,Berger .338 250gr Elite Hunter 33554,33554,0.338,250,0.313,,Elite Hunter,0.685,0.351,
rifle,Berger,Berger .338 300gr Elite Hunter 33556,33556,0.338,300,0.375,,Elite Hunter,0.814,0.417,
rifle,Berger,Berger .338 250gr Hybrid OTM Tactical 33107,33107,0.338,250,0.313,,Hybrid OTM Tactical,0.682,0.349,
rifle,Berger,Berger .338 300gr Hybrid OTM Tactical 33109,33109,0.338,300,0.375,,Hybrid OTM Tactical,0.822,0.421,
rifle,Hornady,Hornady .172 25gr Varmint 1710,1710,0.172,25,0.121,,Varmint,0.187,,
rifle,Hornady,Hornady .172 20gr V-MAX 21710,21710,0.172,20,0.097,,V-MAX,0.185,,
rifle,Hornady,Hornady .172 25gr V-MAX 17105,17105,0.172,25,0.121,,V-MAX,0.23,,
rifle,Hornady,Hornady .204 40gr V-MAX 22606,22606,0.204,40,0.137,,V-MAX,0.275,,
rifle,Hornady,Hornady .204 45gr Varmint 22008,22008,0.204,45,0.155,,Varmint,0.245,,
rifle,Hornady,Hornady .204 40gr V-MAX 22006,22006,0.204,40,0.137,,V-MAX,0.275,,
rifle,Hornady,Hornady .204 32gr V-MAX 22406,22406,0.204,32,0.11,,V-MAX,0.21,,
rifle,Hornady,Hornady .204 32gr V-MAX 22004,22004,0.204,32,0.11,,V-MAX,0.21,,
rifle,Hornady,Hornady .204 24gr NTX 22000,22000,0.204,24,0.082,,NTX,0.17,,
rifle,Hornady,Hornady .224 45gr Varmint 2230,2230,0.224,45,0.128,,Varmint,0.202,,
rifle,Hornady,Hornady .224 50gr GMX 22403,22403,0.224,50,0.142,,GMX,0.215,,
rifle,Hornady,Hornady .224 40gr V-MAX 22416,22416,0.224,40,0.114,,V-MAX,0.2,,
rifle,Hornady,Hornady .224 40gr V-MAX 22241,22241,0.224,40,0.114,,V-MAX,0.2,,
rifle,Hornady,Hornady .224 35gr V-MAX 22252,22252,0.224,35,0.1,,V-MAX,0.109,,
rifle,Hornady,Hornady .224 35gr NTX 22240,22240,0.224,35,0.1,,NTX,0.177,,
rifle,Hornady,Hornady .224 55gr Varmint 2266B,2266B,0.224,55,0.157,,000 ct box,Varmintâ„¢,0.235,","
rifle,Hornady,Hornady .224 55gr Varmint 2266,2266,0.224,55,0.157,,Varmint,0.235,,
rifle,Hornady,Hornady .224 55gr GMX 22273,22273,0.224,55,0.157,,GMX,0.245,,
rifle,Hornady,Hornady .224 53gr V-MAX 22265,22265,0.224,53,0.151,,V-MAX,0.29,,
rifle,Hornady,Hornady .224 53gr Match 2250,2250,0.224,53,0.151,,Match,0.218,,
rifle,Hornady,Hornady .224 52gr ELD  Match 22491,22491,0.224,52,0.148,,ELD  Match,0.247,,
rifle,Hornady,Hornady .224 52gr Match 2249,2249,0.224,52,0.148,,Match,0.229,,
rifle,Hornady,Hornady .224 50gr V-MAX 22616,22616,0.224,50,0.142,,V-MAX,0.242,,
rifle,Hornady,Hornady .224 62gr Traditional 22760B,22760B,0.224,62,0.177,,Traditional,0.274,,
rifle,Hornady,Hornady .224 50gr Varmint 2240,2240,0.224,50,0.142,,Varmint,0.214,,
rifle,Hornady,Hornady .224 60gr V-MAX 22281,22281,0.224,60,0.171,,V-MAX,0.265,,
rifle,Hornady,Hornady .224 60gr Varmint 2275,2275,0.224,60,0.171,,Varmint,0.271,,
rifle,Hornady,Hornady .224 55gr Traditional 2263B,2263B,0.224,55,0.157,,Traditional,0.254,,
rifle,Hornady,Hornady .224 55gr Traditional 22671,22671,0.224,55,0.157,,Traditional,0.243,,
rifle,Hornady,Hornady .224 55gr Traditional 2267B,2267B,0.224,55,0.157,,000 ct box,Traditional,0.243,","
rifle,Hornady,Hornady .224 55gr Traditional 2267,2267,0.224,55,0.157,,Traditional,0.243,,
rifle,Hornady,Hornady .224 60gr Varmint 2270,2270,0.224,60,0.171,,Varmint,0.264,,
rifle,Hornady,Hornady .224 50gr Varmint 2245,2245,0.224,50,0.142,,Varmint,0.214,,
rifle,Hornady,Hornady .224 55gr Varmint 2260,2260,0.224,55,0.157,,Varmint,0.235,,
rifle,Hornady,Hornady .224 45gr Varmint 2229,2229,0.224,45,0.128,,Varmint,0.108,,
rifle,Hornady,Hornady .224 50gr V-MAX 22261,22261,0.224,50,0.142,,V-MAX,0.242,,
rifle,Hornady,Hornady .224 55gr Varmint 2265,2265,0.224,55,0.157,,Varmint,0.235,,
rifle,Hornady,Hornady .224 55gr V-MAX 22272,22272,0.224,55,0.157,,V-MAX,0.255,,
rifle,Hornady,Hornady .224 55gr V-MAX 22271,22271,0.224,55,0.157,,V-MAX,0.255,,
rifle,Hornady,Hornady .224 55gr V-MAX 22716,22716,0.224,55,0.157,,V-MAX,0.255,,
rifle,Hornady,Hornady .243 108gr ELD  Match 24561B,24561B,0.243,108,0.261,,ELD  Match,0.536,0.27,
rifle,Hornady,Hornady .243 108gr ELD  Match 24561,24561,0.243,108,0.261,,ELD  Match,0.536,0.27,
rifle,Hornady,Hornady .257 75gr V-MAX 22520,22520,0.257,75,0.162,,V-MAX,0.29,,
rifle,Hornady,Hornady .257 60gr Varmint 2510,2510,0.257,60,0.13,,Varmint,0.101,,
rifle,Hornady,Hornady .257 110gr InterBond 25419,25419,0.257,110,0.238,,InterBond,0.39,,
rifle,Hornady,Hornady .257 110gr FTX 2542,2542,0.257,110,0.238,,FTX,0.34,,
rifle,Hornady,Hornady .257 90gr GMX 25410,25410,0.257,90,0.195,,GMX,0.29,,
rifle,Hornady,Hornady .257 117gr InterLock 2552,2552,0.257,117,0.253,,InterLock,0.391,,
rifle,Hornady,Hornady .257 117gr InterLock 2550,2550,0.257,117,0.253,,InterLock,0.243,,
rifle,Hornady,Hornady .257 117gr SST 25522,25522,0.257,117,0.253,,SST,0.39,,
rifle,Hornady,Hornady .257 110gr ELD-X  25418,25418,0.257,110,0.238,,ELD-X,0.465,0.234,
rifle,Hornady,Hornady .264 147gr ELD  Match 26333B,26333B,0.264,147,0.301,,ELD  Match,0.697,0.351,
rifle,Hornady,Hornady .264 130gr ELD  Match 26177,26177,0.264,130,0.266,,ELD  Match,0.554,0.279,
rifle,Hornady,Hornady .264 129gr SST 26202,26202,0.264,129,0.264,,SST,0.485,,
rifle,Hornady,Hornady .264 129gr InterLock 2620,2620,0.264,129,0.264,,InterLock,0.445,,
rifle,Hornady,Hornady .264 95gr V-MAX 22601,22601,0.264,95,0.195,,V-MAX,0.365,,
rifle,Hornady,Hornady .264 100gr ELD  Match 26100,26100,0.264,100,0.205,,ELD  Match,0.385,0.194,
rifle,Hornady,Hornady .264 120gr GMX 26110,26110,0.264,120,0.246,,GMX,0.45,,
rifle,Hornady,Hornady .264 120gr ELD  Match 26175,26175,0.264,120,0.246,,ELD  Match,0.486,0.245,
rifle,Hornady,Hornady .264 123gr SST 26173,26173,0.264,123,0.252,,SST,0.51,,
rifle,Hornady,Hornady .264 123gr ELD  Match 26176,26176,0.264,123,0.252,,ELD  Match,0.506,0.255,
rifle,Hornady,Hornady .264 129gr InterBond 26209,26209,0.264,129,0.264,,InterBond,0.485,,
rifle,Hornady,Hornady .264 140gr InterLock 2630,2630,0.264,140,0.287,,InterLock,0.465,,
rifle,Hornady,Hornady .264 140gr Match 26335,26335,0.264,140,0.287,,Match,0.58,,
rifle,Hornady,Hornady .264 140gr SST 26302,26302,0.264,140,0.287,,SST,0.52,,
rifle,Hornady,Hornady .264 143gr ELD-X  2635,2635,0.264,143,0.293,,ELD-X,0.625,0.315,
rifle,Hornady,Hornady .264 140gr ELD  Match 26331,26331,0.264,140,0.287,,ELD  Match,0.61,0.305,
rifle,Hornady,Hornady .264 147gr ELD  Match 26333,26333,0.264,147,0.301,,ELD  Match,0.697,0.351,
rifle,Hornady,Hornady .264 160gr InterLock 2640,2640,0.264,160,0.328,,InterLock,0.283,,
rifle,Hornady,Hornady .267 160gr Traditional 2645,2645,0.267,160,0.321,,Traditional,0.275,,
rifle,Hornady,Hornady .277 100gr GMX 27190,27190,0.277,100,0.186,,GMX,0.274,,
rifle,Hornady,Hornady .277 110gr Match 27200,27200,0.277,110,0.205,,Match,0.36,,
rifle,Hornady,Hornady .277 120gr SST 2716,2716,0.277,120,0.223,,SST,0.4,,
rifle,Hornady,Hornady .277 130gr GMX 27370,27370,0.277,130,0.242,,GMX,0.46,,
rifle,Hornady,Hornady .277 130gr InterBond 27309,27309,0.277,130,0.242,,InterBond,0.46,,
rifle,Hornady,Hornady .277 130gr InterLock 2730,2730,0.277,130,0.242,,InterLock,0.409,,
rifle,Hornady,Hornady .277 130gr SST 27302,27302,0.277,130,0.242,,SST,0.46,,
rifle,Hornady,Hornady .277 140gr InterLock 2735,2735,0.277,140,0.261,,InterLock,0.486,,
rifle,Hornady,Hornady .277 140gr SST 27352,27352,0.277,140,0.261,,SST,0.495,,
rifle,Hornady,Hornady .277 145gr ELD-X  27356,27356,0.277,145,0.27,,ELD-X,0.536,0.27,
rifle,Hornady,Hornady .277 150gr InterBond 27409,27409,0.277,150,0.279,,InterBond,0.525,,
rifle,Hornady,Hornady .277 150gr InterLock 2740,2740,0.277,150,0.279,,InterLock,0.462,,
rifle,Hornady,Hornady .277 150gr SST 27402,27402,0.277,150,0.279,,SST,0.525,,
rifle,Hornady,Hornady .277 110gr V-MAX 22721,22721,0.277,110,0.205,,V-MAX,0.37,,
rifle,Hornady,Hornady .284 120gr V-MAX 22810,22810,0.284,120,0.213,,V-MAX,0.365,,
rifle,Hornady,Hornady .284 139gr GMX 28270,28270,0.284,139,0.246,,GMX,0.486,,
rifle,Hornady,Hornady .284 139gr InterBond 28209,28209,0.284,139,0.246,,InterBond,0.486,,
rifle,Hornady,Hornady .284 139gr InterLock 2825,2825,0.284,139,0.246,,InterLock,0.453,,
rifle,Hornady,Hornady .284 139gr SST 28202,28202,0.284,139,0.246,,SST,0.486,,
rifle,Hornady,Hornady .284 154gr InterLock 2830,2830,0.284,154,0.273,,InterLock,0.433,,
rifle,Hornady,Hornady .284 154gr InterBond 28309,28309,0.284,154,0.273,,InterBond,0.525,,
rifle,Hornady,Hornady .284 139gr InterLock 2820,2820,0.284,139,0.246,,InterLock,0.392,,
rifle,Hornady,Hornady .284 154gr SST 28302,28302,0.284,154,0.273,,SST,0.525,,
rifle,Hornady,Hornady .284 162gr ELD  Match 28403,28403,0.284,162,0.287,,ELD  Match,0.67,0.338,
rifle,Hornady,Hornady .284 162gr InterLock 2845,2845,0.284,162,0.287,,InterLock,0.514,,
rifle,Hornady,Hornady .284 162gr Match 28405,28405,0.284,162,0.287,,Match,0.61,,
rifle,Hornady,Hornady .284 162gr SST 28452,28452,0.284,162,0.287,,SST,0.55,,
rifle,Hornady,Hornady .284 162gr ELD-X  2840,2840,0.284,162,0.287,,ELD-X,0.63,0.315,
rifle,Hornady,Hornady .284 175gr InterLock 2850,2850,0.284,175,0.31,,InterLock,0.462,,
rifle,Hornady,Hornady .284 175gr ELD-X  2841,2841,0.284,175,0.31,,ELD-X,0.689,0.347,
rifle,Hornady,Hornady .284 180gr ELD  Match 28503,28503,0.284,180,0.319,,ELD  Match,0.796,0.401,
rifle,Hornady,Hornady .284 150gr ELD-X  2826,2826,0.284,150,0.266,,ELD-X,0.574,0.289,
rifle,Hornady,Hornady .308 110gr Varmint 3010,3010,0.308,110,0.166,,Varmint,0.256,,
rifle,Hornady,Hornady .308 100gr Varmint 3005,3005,0.308,100,0.151,,Varmint,0.152,,
rifle,Hornady,Hornady .308 110gr GMX 30191,30191,0.308,110,0.166,,GMX,0.305,,
rifle,Hornady,Hornady .308 150gr SST 30303,30303,0.308,150,0.226,,SST,0.37,,
rifle,Hornady,Hornady .308 150gr Traditional 3037B,3037B,0.308,150,0.226,,100 ct box,Traditional,0.398,","
rifle,Hornady,Hornady .308 150gr Traditional 3037,3037,0.308,150,0.226,,Traditional,0.398,,
rifle,Hornady,Hornady .308 155gr A-MAX 30312,30312,0.308,155,0.233,,A-MAX,0.435,,
rifle,Hornady,Hornady .308 155gr Match 3039,3039,0.308,155,0.233,,Match,0.405,,
rifle,Hornady,Hornady .308 155gr ELD  Match 30313,30313,0.308,155,0.233,,ELD  Match,0.461,0.232,
rifle,Hornady,Hornady .308 160gr FTX 30395,30395,0.308,160,0.241,,FTX,0.33,,
rifle,Hornady,Hornady .308 165gr InterBond 30459,30459,0.308,165,0.248,,InterBond,0.447,,
rifle,Hornady,Hornady .308 165gr InterLock 3040,3040,0.308,165,0.248,,InterLock,0.387,,
rifle,Hornady,Hornady .308 165gr InterLock 3045,3045,0.308,165,0.248,,InterLock,0.435,,
rifle,Hornady,Hornady .308 165gr SST 30452,30452,0.308,165,0.248,,SST,0.447,,
rifle,Hornady,Hornady .308 160gr FTX 30396,30396,0.308,160,0.241,,FTX,0.395,,
rifle,Hornady,Hornady .308 165gr GMX 30470,30470,0.308,165,0.248,,GMX,0.447,,
rifle,Hornady,Hornady .308 135gr FTX 3027,3027,0.308,135,0.203,,FTX,0.274,,
rifle,Hornady,Hornady .308 150gr InterLock 3035,3035,0.308,150,0.226,,InterLock,0.186,,
rifle,Hornady,Hornady .308 110gr Traditional 3015,3015,0.308,110,0.166,,Traditional,0.15,,
rifle,Hornady,Hornady .308 110gr Traditional 3017,3017,0.308,110,0.166,,Traditional,0.178,,
rifle,Hornady,Hornady .308 110gr Traditional 3017B,3017B,0.308,110,0.166,,000 ct box,Traditional,0.178,","
rifle,Hornady,Hornady .308 125gr GMX 30190,30190,0.308,125,0.185,,GMX,0.295,,
rifle,Hornady,Hornady .308 125gr SST 3019,3019,0.308,125,0.185,,SST,0.305,,
rifle,Hornady,Hornady .308 150gr InterLock 3031,3031,0.308,150,0.226,,InterLock,0.338,,
rifle,Hornady,Hornady .308 125gr Traditional 30192,30192,0.308,125,0.185,,Traditional,0.32,,
rifle,Hornady,Hornady .308 140gr MonoFlex 30310,30310,0.308,140,0.211,,MonoFlex,0.277,,
rifle,Hornady,Hornady .308 140gr MonoFlex 30311,30311,0.308,140,0.211,,MonoFlex,0.335,,
rifle,Hornady,Hornady .308 150gr GMX 30370,30370,0.308,150,0.226,,GMX,0.415,,
rifle,Hornady,Hornady .308 150gr InterBond 30309,30309,0.308,150,0.226,,InterBond,0.415,,
rifle,Hornady,Hornady .308 150gr InterLock 3033,3033,0.308,150,0.226,,InterLock,0.349,,
rifle,Hornady,Hornady .308 130gr Varmint 3020,3020,0.308,130,0.196,,Varmint,0.295,,
rifle,Hornady,Hornady .308 150gr SST 30302,30302,0.308,150,0.226,,SST,0.415,,
rifle,Hornady,Hornady .308 110gr V-MAX 23010,23010,0.308,110,0.166,,V-MAX,0.29,,
rifle,Hornady,Hornady .308 168gr A-MAX 30502,30502,0.308,168,0.253,,A-MAX,0.475,,
rifle,Hornady,Hornady .308 168gr Match 30501,30501,0.308,168,0.253,,Match,0.45,,
rifle,Hornady,Hornady .308 168gr ELD  Match 30506,30506,0.308,168,0.253,,ELD  Match,0.523,0.263,
rifle,Hornady,Hornady .308 220gr ELD-X  3078,3078,0.308,220,0.331,,ELD-X,0.65,0.325,
rifle,Hornady,Hornady .308 220gr InterLock 3090,3090,0.308,220,0.331,,InterLock,0.3,,
rifle,Hornady,Hornady .308 212gr ELD-X  3077,3077,0.308,212,0.319,,ELD-X,0.673,0.336,
rifle,Hornady,Hornady .308 208gr Match 30733,30733,0.308,208,0.313,,Match,0.62,0.311,
rifle,Hornady,Hornady .308 208gr ELD  Match 30731,30731,0.308,208,0.313,,ELD  Match,0.69,0.348,
rifle,Hornady,Hornady .308 200gr ELD-X  3076,3076,0.308,200,0.301,,ELD-X,0.597,0.301,
rifle,Hornady,Hornady .308 195gr ELD  Match 30951,30951,0.308,195,0.294,,ELD  Match,0.584,0.294,
rifle,Hornady,Hornady .308 195gr Match 3095,3095,0.308,195,0.294,,Match,0.55,,
rifle,Hornady,Hornady .308 225gr Match 30903,30903,0.308,225,0.339,,Match,0.67,0.336,
rifle,Hornady,Hornady .308 180gr SST 30702,30702,0.308,180,0.271,,SST,0.48,,
rifle,Hornady,Hornady .308 180gr InterLock 3075,3075,0.308,180,0.271,,InterLock,0.241,,
rifle,Hornady,Hornady .308 180gr InterLock 3072,3072,0.308,180,0.271,,InterLock,0.452,,
rifle,Hornady,Hornady .308 180gr InterBond 30709,30709,0.308,180,0.271,,InterBond,0.48,,
rifle,Hornady,Hornady .308 180gr GMX 30193,30193,0.308,180,0.271,,GMX,0.485,,
rifle,Hornady,Hornady .308 178gr ELD-X  3074,3074,0.308,178,0.268,,ELD-X,0.552,0.278,
rifle,Hornady,Hornady .308 178gr ELD  Match 30713,30713,0.308,178,0.268,,ELD  Match,0.547,0.275,
rifle,Hornady,Hornady .308 178gr Match 30715,30715,0.308,178,0.268,,Match,0.53,,
rifle,Hornady,Hornady .308 170gr InterLock 3060,3060,0.308,170,0.256,,InterLock,0.189,,
rifle,Hornady,Hornady .308 180gr InterLock 3070,3070,0.308,180,0.271,,InterLock,0.425,,
rifle,Hornady,Hornady .308 225gr ELD  Match 30904,30904,0.308,225,0.339,,ELD  Match,0.777,0.391,
rifle,Hornady,Hornady .308 168gr Match 305016,305016,0.308,168,0.253,,Match,0.45,,
pistol,Hornady,Hornady .308 86gr Traditional 3100,3100,0.308,86,0.13,,Traditional,0.105,,
pistol,Hornady,Hornady .309 90gr XTP 31000,31000,0.309,90,0.136,,XTP,0.115,,
rifle,Hornady,Hornady .310 123gr SST 3142,3142,0.31,123,0.183,,SST,0.295,,
rifle,Hornady,Hornady .310 123gr InterLock 3140,3140,0.31,123,0.183,,InterLock,0.252,,
rifle,Hornady,Hornady .310 123gr InterLock 3140B,3140B,0.31,123,0.183,,800 ct box,InterLockÂ®,0.252,","
rifle,Hornady,Hornady .3105 174gr Traditional 3131,3131,0.3105,174,0.255,,Traditional,0.47,,
rifle,Hornady,Hornady .312 174gr InterLock 3130,3130,0.312,174,0.255,,InterLock,0.262,,
rifle,Hornady,Hornady .312 150gr InterLock 3120,3120,0.312,150,0.22,,InterLock,0.361,,
pistol,Hornady,Hornady .312 100gr XTP 32070,32070,0.312,100,0.147,,XTP,0.17,,
pistol,Hornady,Hornady .312 85gr XTP 32050,32050,0.312,85,0.125,,XTP,0.145,,
pistol,Hornady,Hornady .312 60gr XTP 32010,32010,0.312,60,0.088,,XTP,0.09,,
rifle,Hornady,Hornady .321 170gr InterLock 3210,3210,0.321,170,0.236,,InterLock,0.249,,
rifle,Hornady,Hornady .321 165gr FTX 32005,32005,0.321,165,0.229,,FTX,0.31,,
rifle,Hornady,Hornady .323 196gr Match 3237,3237,0.323,196,0.268,,Match,0.525,,
rifle,Hornady,Hornady .323 195gr InterLock 3236,3236,0.323,195,0.267,,InterLock,0.41,,
rifle,Hornady,Hornady .323 180gr GMX 3234,3234,0.323,180,0.246,,GMX,0.42,,
rifle,Hornady,Hornady .323 170gr SST 3233,3233,0.323,170,0.233,,SST,0.445,,
rifle,Hornady,Hornady .323 170gr InterLock 3235,3235,0.323,170,0.233,,InterLock,0.217,,
rifle,Hornady,Hornady .323 150gr InterLock 3232,3232,0.323,150,0.205,,InterLock,0.29,,
rifle,Hornady,Hornady .338 250gr Match 33361,33361,0.338,250,0.313,,Match,0.67,,
rifle,Hornady,Hornady .338 250gr InterLock 3330,3330,0.338,250,0.313,,InterLock,0.291,,
rifle,Hornady,Hornady .338 270gr ELD-X  33371,33371,0.338,270,0.338,,ELD-X,0.757,0.381,
rifle,Hornady,Hornady .338 250gr InterLock 3335,3335,0.338,250,0.313,,InterLock,0.431,,
